idx,label,name,n_solids,vol_cm3,cx_mm,cy_mm,cz_mm,dx_mm,dy_mm,dz_mm
920,5_1_2_3_400 (1)018,Part__Feature921,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
921,_2_1_2_3_4_AF0 (1)019,Part__Feature922,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
922,_7_1_2_AF0 (1)019,Part__Feature923,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
923,5_1_2_3_400 (1)019,Part__Feature924,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
924,_2_1_2_3_4_AF0 (1)020,Part__Feature925,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
925,_7_1_2_AF0 (1)020,Part__Feature926,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
926,5_1_2_3_400 (1)020,Part__Feature927,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
927,_2_1_2_3_4_AF0 (1)021,Part__Feature928,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
928,_7_1_2_AF0 (1)021,Part__Feature929,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
929,5_1_2_3_400 (1)021,Part__Feature930,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
930,_2_1_2_3_4_AF0 (1)022,Part__Feature931,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
931,_7_1_2_AF0 (1)022,Part__Feature932,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
932,5_1_2_3_400 (1)022,Part__Feature933,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
933,_2_1_2_3_4_AF0 (1)023,Part__Feature934,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
934,_7_1_2_AF0 (1)023,Part__Feature935,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
935,5_1_2_3_400 (1)023,Part__Feature936,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
936,_2_1_2_3_4_AF0 (1)024,Part__Feature937,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
937,_7_1_2_AF0 (1)024,Part__Feature938,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
938,5_1_2_3_400 (1)024,Part__Feature939,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
939,_2_1_2_3_4_AF0 (1)025,Part__Feature940,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
940,_7_1_2_AF0 (1)025,Part__Feature941,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
941,5_1_2_3_400 (1)025,Part__Feature942,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
942,_2_1_2_3_4_AF0 (1)026,Part__Feature943,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
943,_7_1_2_AF0 (1)026,Part__Feature944,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
944,5_1_2_3_400 (1)026,Part__Feature945,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
945,_2_1_2_3_4_AF0 (1)027,Part__Feature946,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
946,_7_1_2_AF0 (1)027,Part__Feature947,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
947,5_1_2_3_400 (1)027,Part__Feature948,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
948,_2_1_2_3_4_AF0 (1)028,Part__Feature949,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
949,_7_1_2_AF0 (1)028,Part__Feature950,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
950,5_1_2_3_400 (1)028,Part__Feature951,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
951,_2_1_2_3_4_AF0 (1)029,Part__Feature952,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
952,_7_1_2_AF0 (1)029,Part__Feature953,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
953,5_1_2_3_400 (1)029,Part__Feature954,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
954,_2_1_2_3_4_AF0 (1)030,Part__Feature955,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
955,_7_1_2_AF0 (1)030,Part__Feature956,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
956,5_1_2_3_400 (1)030,Part__Feature957,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
957,_2_1_2_3_4_AF0 (1)031,Part__Feature958,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
958,_7_1_2_AF0 (1)031,Part__Feature959,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
959,5_1_2_3_400 (1)031,Part__Feature960,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
960,_2_1_2_3_4_AF0 (1)032,Part__Feature961,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
961,_7_1_2_AF0 (1)032,Part__Feature962,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
962,5_1_2_3_400 (1)032,Part__Feature963,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
963,_2_1_2_3_4_AF0 (1)033,Part__Feature964,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
964,_7_1_2_AF0 (1)033,Part__Feature965,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
965,5_1_2_3_400 (1)033,Part__Feature966,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
966,_2_1_2_3_4_AF0 (1)034,Part__Feature967,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
967,_7_1_2_AF0 (1)034,Part__Feature968,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
968,5_1_2_3_400 (1)034,Part__Feature969,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
969,_2_1_2_3_4_AF0 (1)035,Part__Feature970,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
970,_7_1_2_AF0 (1)035,Part__Feature971,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
971,5_1_2_3_400 (1)035,Part__Feature972,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
972,_2_1_2_3_4_AF0 (1)036,Part__Feature973,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
973,_7_1_2_AF0 (1)036,Part__Feature974,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
974,5_1_2_3_400 (1)036,Part__Feature975,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
975,_2_1_2_3_4_AF0 (1)037,Part__Feature976,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
976,_7_1_2_AF0 (1)037,Part__Feature977,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
977,5_1_2_3_400 (1)037,Part__Feature978,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
978,_2_1_2_3_4_AF0 (1)038,Part__Feature979,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
979,_7_1_2_AF0 (1)038,Part__Feature980,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
980,5_1_2_3_400 (1)038,Part__Feature981,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
981,_2_1_2_3_4_AF0 (1)039,Part__Feature982,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
982,_7_1_2_AF0 (1)039,Part__Feature983,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
983,5_1_2_3_400 (1)039,Part__Feature984,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
984,_2_1_2_3_4_AF0 (1)040,Part__Feature985,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
985,_7_1_2_AF0 (1)040,Part__Feature986,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
986,5_1_2_3_400 (1)040,Part__Feature987,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
987,_2_1_2_3_4_AF0 (1)041,Part__Feature988,1,0.0,-0.71,-0.0,0.2,0.25,0.8,0.4
988,_7_1_2_AF0 (1)041,Part__Feature989,1,0.0,-0.0,0.0,0.2,1.5,0.8,0.4
989,5_1_2_3_400 (1)041,Part__Feature990,1,0.0,0.71,0.0,0.19,0.25,0.8,0.4
991,Extruded (8) (1),Part__Feature992,1,0.0,-0.0,0.0,0.13,1.83,0.51,0.25
992,Extruded (8) (1)001,Part__Feature993,1,0.0,-0.0,0.0,0.13,1.83,0.51,0.25
993,Extruded (8) (1)002,Part__Feature994,1,0.0,-0.0,0.0,0.13,1.83,0.51,0.25
994,Extruded (8) (1)003,Part__Feature995,1,0.0,-0.0,0.0,0.13,1.83,0.51,0.25
995,Extruded (8) (1)004,Part__Feature996,1,0.0,-0.0,0.0,0.13,1.83,0.51,0.25
996,Extruded (8) (1)005,Part__Feature997,1,0.0,-0.0,0.0,0.13,1.83,0.51,0.25
997,Extruded (8) (1)006,Part__Feature998,1,0.0,-0.0,0.0,0.13,1.83,0.51,0.25
998,Extruded (8) (1)007,Part__Feature999,1,0.0,-0.0,0.0,0.13,1.83,0.51,0.25
1002,User_Library-3225-001,Part__Feature1003,1,0.0,22.94,41.15,-1.67,0.92,1.12,0.17
1003,User_Library-3225-002,Part__Feature1004,1,0.0,21.46,43.13,-1.67,0.92,1.12,0.17
1004,User_Library-3225-003,Part__Feature1005,1,0.0,22.96,43.16,-1.67,0.92,1.12,0.17
1005,User_Library-3225-004,Part__Feature1006,1,0.0,21.46,41.15,-1.67,0.92,1.12,0.17
1006,User_Library-3225-005,Part__Feature1007,1,0.0,22.88,43.15,-2.19,0.4,0.4,0.01
1143,"SD Card Slot, RPi4ModelB001",Part__Feature1144,1,0.0,-36.99,-1.22,1.22,7.95,0.89,0.34
1144,"SD Card Slot, RPi4ModelB002",Part__Feature1145,1,0.0,-36.99,-1.22,0.12,7.95,0.89,0.34
1145,"SD Card Slot, RPi4ModelB003",Part__Feature1146,1,0.0,-36.99,-1.22,-0.98,7.95,0.89,0.34
1146,"SD Card Slot, RPi4ModelB004",Part__Feature1147,1,0.0,-36.99,-1.22,-2.08,7.95,0.89,0.34
1147,"SD Card Slot, RPi4ModelB005",Part__Feature1148,1,0.0,-36.99,-1.22,4.52,7.95,0.89,0.34
1148,"SD Card Slot, RPi4ModelB006",Part__Feature1149,1,0.0,-36.99,-1.22,3.42,7.95,0.89,0.34
1149,"SD Card Slot, RPi4ModelB007",Part__Feature1150,1,0.0,-36.99,-1.22,2.32,7.95,0.89,0.34
1150,"SD Card Slot, RPi4ModelB008",Part__Feature1151,1,0.0,-36.99,-1.22,-3.18,7.95,0.89,0.34
1307,C0402-1.xtd.step.IGS.STEP,Part__Feature1308,1,0.0,-0.2,-13.6,-0.27,0.5,1.0,0.5
1308,C0402-1.xtd.step.IGS.STEP001,Part__Feature1309,1,0.0,0.1,-13.9,1.87,1.0,0.5,0.5
1309,C0402-1.xtd.step.IGS.STEP002,Part__Feature1310,1,0.0,1.1,-0.1,-0.27,1.0,0.5,0.5
1310,C0402-1.xtd.step.IGS.STEP003,Part__Feature1311,1,0.0,0.9,-13.6,-0.27,0.5,1.0,0.5
1311,C0402-1.xtd.step.IGS.STEP004,Part__Feature1312,1,0.0,2.3,4.6,1.87,0.5,1.0,0.5
1312,C0402-1.xtd.step.IGS.STEP005,Part__Feature1313,1,0.0,-2.1,-14.3,1.87,1.0,0.5,0.5
1313,C0402-1.xtd.step.IGS.STEP006,Part__Feature1314,1,0.0,4.6,-1.2,1.87,1.0,0.5,0.5
1314,C0402-1.xtd.step.IGS.STEP007,Part__Feature1315,1,0.0,-0.8,-10.9,-0.27,0.5,1.0,0.5
1315,C0402-1.xtd.step.IGS.STEP008,Part__Feature1316,1,0.0,4.6,-0.1,1.87,1.0,0.5,0.5
1316,C0402-1.xtd.step.IGS.STEP009,Part__Feature1317,1,0.0,9.2,-11.4,-0.27,1.0,0.5,0.5
1317,C0402-1.xtd.step.IGS.STEP010,Part__Feature1318,1,0.0,-4.6,-0.2,-0.27,1.0,0.5,0.5
1318,C0402-1.xtd.step.IGS.STEP011,Part__Feature1319,1,0.0,9.2,-12.4,-0.27,1.0,0.5,0.5
1319,C0402-1.xtd.step.IGS.STEP012,Part__Feature1320,1,0.0,-1.7,4.7,1.87,0.5,1.0,0.5
1320,C0402-1.xtd.step.IGS.STEP013,Part__Feature1321,1,0.0,4.6,1.7,1.87,1.0,0.5,0.5
1321,C0402-1.xtd.step.IGS.STEP014,Part__Feature1322,1,0.0,-4.7,0.5,1.87,0.5,1.0,0.5
1322,C0402-1.xtd.step.IGS.STEP015,Part__Feature1323,1,0.0,-1.9,0.8,-0.27,1.0,0.5,0.5
1323,C0402-1.xtd.step.IGS.STEP016,Part__Feature1324,1,0.0,5.9,-13.6,-0.27,0.5,1.0,0.5
1324,C0402-1.xtd.step.IGS.STEP017,Part__Feature1325,1,0.0,-4.7,-1.7,1.87,0.5,1.0,0.5
1325,C0402-1.xtd.step.IGS.STEP018,Part__Feature1326,1,0.0,2.6,-13.6,-0.27,0.5,1.0,0.5
1326,C0402-1.xtd.step.IGS.STEP019,Part__Feature1327,1,0.0,-4.6,-1.4,-0.27,1.0,0.5,0.5
1327,C0402-1.xtd.step.IGS.STEP020,Part__Feature1328,1,0.0,3.7,-13.6,-0.27,0.5,1.0,0.5
1328,C0402-1.xtd.step.IGS.STEP021,Part__Feature1329,1,0.0,-1.9,-0.2,-0.27,1.0,0.5,0.5
1329,C0402-1.xtd.step.IGS.STEP022,Part__Feature1330,1,0.0,-6.6,-15.0,1.87,1.0,0.5,0.5
1330,C0402-1.xtd.step.IGS.STEP023,Part__Feature1331,1,0.0,-4.4,-4.7,1.87,0.5,1.0,0.5
1331,C0402-1.xtd.step.IGS.STEP024,Part__Feature1332,1,0.0,-2.1,-4.7,1.87,0.5,1.0,0.5
1332,C0402-1.xtd.step.IGS.STEP025,Part__Feature1333,1,0.0,-6.7,-10.8,1.87,0.5,1.0,0.5
1333,C0402-1.xtd.step.IGS.STEP026,Part__Feature1334,1,0.0,-4.5,3.1,-0.27,1.0,0.5,0.5
1334,C0402-1.xtd.step.IGS.STEP027,Part__Feature1335,1,0.0,1.1,-1.1,-0.27,1.0,0.5,0.5
1335,C0402-1.xtd.step.IGS.STEP028,Part__Feature1336,1,0.0,8.0,-3.7,-0.27,0.5,1.0,0.5
1336,C0402-1.xtd.step.IGS.STEP029,Part__Feature1337,1,0.0,-1.8,7.1,-0.27,1.0,0.5,0.5
1337,C0402-1.xtd.step.IGS.STEP030,Part__Feature1338,1,0.0,-0.7,-7.9,-0.27,1.0,0.5,0.5
1338,C0402-1.xtd.step.IGS.STEP031,Part__Feature1339,1,0.0,-3.3,-4.7,1.87,0.5,1.0,0.5
1339,C0402-1.xtd.step.IGS.STEP032,Part__Feature1340,1,0.0,-4.93,-13.78,1.87,0.5,1.0,0.5
1340,C0402-1.xtd.step.IGS.STEP033,Part__Feature1341,1,0.0,4.6,-2.4,1.87,1.0,0.5,0.5
1341,C0402-1.xtd.step.IGS.STEP034,Part__Feature1342,1,0.0,-4.6,-6.5,-0.27,1.0,0.5,0.5
1342,R0402.xtd.step.IGS.STEP,Part__Feature1343,1,0.0,9.2,-10.3,-0.15,1.0,0.5,0.27
1343,R0402.xtd.step.IGS.STEP001,Part__Feature1344,1,0.0,5.2,-2.5,-0.15,1.0,0.5,0.27
1344,R0402.xtd.step.IGS.STEP002,Part__Feature1345,1,0.0,-7.7,3.0,-0.15,1.0,0.5,0.27
1345,R0402.xtd.step.IGS.STEP003,Part__Feature1346,1,0.0,-6.6,-14.0,1.75,1.0,0.5,0.27
1346,R0402.xtd.step.IGS.STEP004,Part__Feature1347,1,0.0,-3.8,-13.8,1.75,0.5,1.0,0.27
1347,R0402.xtd.step.IGS.STEP005,Part__Feature1348,1,0.0,-11.5,-11.0,-0.15,0.5,1.0,0.27
1348,R0402.xtd.step.IGS.STEP006,Part__Feature1349,1,0.0,5.5,7.1,-0.15,1.0,0.5,0.27
1349,R0402.xtd.step.IGS.STEP007,Part__Feature1350,1,0.0,1.2,4.6,1.75,0.5,1.0,0.27
1350,R0402.xtd.step.IGS.STEP008,Part__Feature1351,1,0.0,-0.7,-6.7,-0.15,1.0,0.5,0.27
1351,R0402.xtd.step.IGS.STEP009,Part__Feature1352,1,0.0,5.5,4.1,-0.15,1.0,0.5,0.27
1352,R0402.xtd.step.IGS.STEP010,Part__Feature1353,1,0.0,-7.3,-3.8,-0.15,0.5,1.0,0.27
1353,R0402.xtd.step.IGS.STEP011,Part__Feature1354,1,0.0,-2.9,-7.0,-0.15,0.5,1.0,0.27
1354,R0402.xtd.step.IGS.STEP012,Part__Feature1355,1,0.0,9.2,-13.8,-0.15,1.0,0.5,0.27
1355,R0402.xtd.step.IGS.STEP013,Part__Feature1356,1,0.0,0.1,4.6,1.75,0.5,1.0,0.27
1356,R0402.xtd.step.IGS.STEP014,Part__Feature1357,1,0.0,0.2,-10.9,-0.15,0.5,1.0,0.27
1357,R0402.xtd.step.IGS.STEP015,Part__Feature1358,1,0.0,-4.5,1.8,-0.15,1.0,0.5,0.27
1358,R0402.xtd.step.IGS.STEP016,Part__Feature1359,1,0.0,10.9,-12.9,-0.15,0.5,1.0,0.27
1359,R0402.xtd.step.IGS.STEP017,Part__Feature1360,1,0.0,-7.8,4.2,-0.15,1.0,0.5,0.27
1360,R0402.xtd.step.IGS.STEP018,Part__Feature1361,1,0.0,-4.6,-7.5,-0.15,1.0,0.5,0.27
1361,R0402.xtd.step.IGS.STEP019,Part__Feature1362,1,0.0,-6.6,-13.0,1.75,1.0,0.5,0.27
1362,R0402.xtd.step.IGS.STEP020,Part__Feature1363,1,0.0,4.8,-13.6,-0.15,0.5,1.0,0.27
1363,R0402.xtd.step.IGS.STEP021,Part__Feature1364,1,0.0,-2.1,-13.3,1.75,1.0,0.5,0.27
1364,R0402.xtd.step.IGS.STEP022,Part__Feature1365,1,0.0,-6.3,-7.0,-0.15,0.5,1.0,0.27
1365,placementOutline-1.step.IGS.STEP,Part__Feature1366,1,0.0,-11.5,-13.8,0.22,1.2,2.6,0.15
1366,placementOutline-2.step.IGS.STEP,Part__Feature1368,1,0.0,-0.14,-0.22,1.37,0.12,0.12,0.15
1367,placementOutline-3.step.IGS.STEP,Part__Feature1369,1,0.0,1.07,6.89,0.22,0.31,0.31,0.15
